LREntryNo,LREntryDate,VehicleNo,Capacity,Vehicle_Type,Vehicle_Ownership_Type,CustomerName,From_Station,To_Station,NetWt_Tons,Freight_Revenue_INR,Fuel_Cost_INR,Driver_Allowance_INR,Toll_Charges_INR,Total_Trip_Cost_INR,Profit_Margin_INR,Profit_Margin_Percent,Actual_Distance_Km,Trip_Duration_Hours,Delay_Hours
LR-2025-080688,2025-07-29,UP-26-BC-9141,16,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Bengaluru,24.4,42284,19183,5807,2003,32199,10085,23.85,639,51.4,0
LR-2025-080689,2025-09-10,GJ-16-CB-3812,19,HCV,Market,SRMB Steel,Visakhapatnam Steel,Hyderabad,26.9,80145,36248,4725,2527,98355,-18210,-22.72,2440,25.1,0
LR-2025-080690,2025-10-13,WB-17-AB-8954,28,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Ahmedabad,23.2,55502,51863,3548,2459,67794,-12292,-22.15,1452,56.2,0
LR-2025-080691,2025-12-05,TN-79-BC-1102,25,Open,Attached,JSW Steel,Kolkata Steel Depot,Jaipur,10.9,42929,41031,5103,4427,54808,-11879,-27.67,621,21.1,0
LR-2025-080692,2025-08-27,HR-94-AB-6160,19,Trailer,Market,SAIL Bokaro,Durgapur Steel,Lucknow,18.5,34067,20858,5846,3285,36704,-2637,-7.74,1311,69.0,3
LR-2025-080693,2025-07-31,UP-35-AA-1537,25,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Coimbatore,11.0,62874,46192,5231,3085,49525,13349,21.23,440,16.3,0
LR-2025-080694,2025-07-09,HR-74-BB-6361,32,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Surat,15.7,79918,27230,6066,4124,95229,-15311,-19.16,2517,42.2,1
LR-2025-080695,2025-09-09,RJ-26-BB-5571,25,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Indore,25.6,71557,45093,5801,2160,62322,9235,12.91,2488,67.8,8
LR-2025-080696,2025-08-08,HR-37-AB-1581,21,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Mumbai,16.5,47250,28074,4240,4973,55683,-8433,-17.85,2679,53.2,0
LR-2025-080697,2025-08-26,GJ-37-BC-8173,21,Open,Attached,Essar Steel,Kolkata Steel Depot,Delhi NCR,20.5,78866,33856,4181,2420,67450,11416,14.48,2103,45.7,0
LR-2025-080698,2025-09-03,WB-64-CB-4174,28,Trailer,Market,Jindal Steel,Durgapur Steel,Pune,21.0,51891,34473,4027,4019,65854,-13963,-26.91,2441,26.9,0
LR-2025-080699,2025-10-26,TN-90-BB-7650,19,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Chennai,20.8,45591,39682,4168,2017,42186,3405,7.47,2204,61.7,4
LR-2025-080700,2025-09-22,KA-89-BC-6774,16,LCV,Attached,AM/NS India,Bhilai Steel Plant,Bengaluru,17.1,80182,44022,3453,2643,63028,17154,21.39,2692,26.2,3
LR-2025-080701,2025-09-29,RJ-23-AA-9083,32,HCV,Market,Lloyds Metals,Visakhapatnam Steel,Hyderabad,24.2,72932,19805,5528,4257,56718,16214,22.23,796,65.8,0
LR-2025-080702,2025-08-27,TN-22-AA-3331,21,Covered,Owned,APL Apollo,Tata Steel Jamshedpur,Ahmedabad,26.4,39461,47175,5593,3393,50444,-10983,-27.83,601,54.5,0
LR-2025-080703,2025-07-18,RJ-39-BC-5391,32,Open,Attached,Shyam Steel,Kolkata Steel Depot,Jaipur,29.3,75539,29608,2802,2138,58344,17195,22.76,933,26.2,4
LR-2025-080704,2025-08-01,RJ-17-AA-3587,25,Trailer,Market,SRMB Steel,Durgapur Steel,Lucknow,25.5,85441,21327,3123,3108,100207,-14766,-17.28,834,34.9,3
LR-2025-080705,2025-09-26,GJ-66-BC-1524,25,Flatbed,Owned,Tata Steel Ltd,Rourkela Steel Plant,Coimbatore,15.4,45999,50264,3209,4933,56642,-10643,-23.14,2194,55.4,3
LR-2025-080706,2025-12-11,RJ-85-BC-1459,19,LCV,Attached,JSW Steel,Bhilai Steel Plant,Surat,23.5,64388,22309,2997,1839,68855,-4467,-6.94,1988,32.1,1
LR-2025-080707,2025-12-20,MH-98-AB-1049,21,HCV,Market,SAIL Bokaro,Visakhapatnam Steel,Indore,16.8,48170,20059,3678,3554,60902,-12732,-26.43,566,44.4,1
LR-2025-080708,2025-12-05,GJ-90-AB-4627,32,Covered,Owned,Hindalco Industries,Tata Steel Jamshedpur,Mumbai,16.6,83828,29420,5034,3271,76098,7730,9.22,1797,58.6,0
LR-2025-080709,2025-09-27,UP-15-BC-7355,16,Open,Attached,Vedanta Resources,Kolkata Steel Depot,Delhi NCR,10.2,58497,44709,4794,4132,65326,-6829,-11.67,2745,16.7,0
LR-2025-080710,2025-08-05,WB-19-CA-8196,25,Trailer,Market,NMDC Ltd,Durgapur Steel,Pune,15.0,71433,33835,4761,3851,70205,1228,1.72,1473,54.9,0
LR-2025-080711,2025-07-31,GJ-49-BC-4686,16,Flatbed,Owned,Rashtriya Ispat Nigam,Rourkela Steel Plant,Chennai,9.6,48274,50163,4677,3344,53311,-5037,-10.43,1023,34.7,0
LR-2025-080712,2025-12-21,HR-73-BA-7217,21,LCV,Attached,Essar Steel,Bhilai Steel Plant,Bengaluru,14.9,44530,43635,3552,2970,48498,-3968,-8.91,813,41.7,0
LR-2025-080713,2025-11-06,UP-38-BA-6041,21,HCV,Market,Jindal Steel,Visakhapatnam Steel,Hyderabad,27.5,72149,22570,2862,4819,57127,15022,20.82,510,48.0,1
LR-2025-080714,2025-12-12,RJ-41-AA-9863,28,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Ahmedabad,28.7,61640,51451,3837,2795,73736,-12096,-19.62,437,24.5,4
LR-2025-080715,2025-09-01,MH-27-AA-5613,32,Open,Attached,AM/NS India,Kolkata Steel Depot,Jaipur,16.5,39792,47919,4168,4889,38188,1604,4.03,2684,47.2,8
LR-2025-080716,2025-08-01,UP-21-AC-7938,21,Trailer,Market,Lloyds Metals,Durgapur Steel,Lucknow,13.0,63566,21042,3745,2784,58996,4570,7.19,2096,53.6,4
LR-2025-080717,2025-11-17,KA-57-BC-9530,19,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Coimbatore,11.1,86254,48273,4697,1901,65933,20321,23.56,2820,23.1,4
LR-2025-080718,2025-09-26,UP-38-AA-3964,19,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Surat,18.6,41506,29026,3205,4450,33505,8001,19.28,1080,19.8,4
LR-2025-080719,2025-08-12,KA-10-BC-2547,25,HCV,Market,SRMB Steel,Visakhapatnam Steel,Indore,11.7,68369,25344,4860,3588,79893,-11524,-16.86,1246,46.0,0
LR-2025-080720,2025-07-26,RJ-82-CB-8707,19,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Mumbai,24.3,70084,24173,4363,4077,56236,13848,19.76,2496,18.5,0
LR-2025-080721,2025-10-24,KA-78-BA-2100,28,Open,Attached,JSW Steel,Kolkata Steel Depot,Delhi NCR,30.1,84667,28130,4882,4183,79301,5366,6.34,2344,66.4,2
LR-2025-080722,2025-10-05,WB-94-AB-9419,19,Trailer,Market,SAIL Bokaro,Durgapur Steel,Pune,13.0,52095,49245,3465,1804,48578,3517,6.75,601,25.9,0
LR-2025-080723,2025-07-16,MH-27-AC-1969,21,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Chennai,11.4,53303,36267,4795,2941,55385,-2082,-3.91,1245,56.9,4
LR-2025-080724,2025-11-25,HR-63-BC-4215,32,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Bengaluru,9.7,90377,26292,5813,4369,93355,-2978,-3.3,433,23.1,1
LR-2025-080725,2025-11-15,MH-26-AC-8191,25,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Hyderabad,17.0,37323,26335,5648,2222,33741,3582,9.6,1378,36.9,0
LR-2025-080726,2025-08-17,HR-63-BC-1770,25,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Ahmedabad,14.8,84911,30913,2811,4594,98058,-13147,-15.48,615,35.3,2
LR-2025-080727,2025-09-02,KA-68-BC-7518,28,Open,Attached,Essar Steel,Kolkata Steel Depot,Jaipur,11.5,49126,32696,3340,4945,61218,-12092,-24.61,670,54.3,1
LR-2025-080728,2025-12-05,KA-48-CA-1669,19,Trailer,Market,Jindal Steel,Durgapur Steel,Lucknow,21.7,73204,32297,3288,5016,59048,14156,19.34,499,30.8,3
LR-2025-080729,2025-10-14,HR-89-CA-7420,19,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Coimbatore,12.7,82619,23318,6082,2631,86042,-3423,-4.14,865,39.5,0
LR-2025-080730,2025-08-03,RJ-63-CA-8544,16,LCV,Attached,AM/NS India,Bhilai Steel Plant,Surat,17.5,37661,43821,3426,2144,35807,1854,4.92,2716,44.7,0
LR-2025-080731,2025-07-28,GJ-42-BB-1592,25,HCV,Market,Lloyds Metals,Visakhapatnam Steel,Indore,29.8,57702,43658,3604,4605,45667,12035,20.86,1634,49.9,0
LR-2025-080732,2025-09-26,WB-48-CA-3740,25,Covered,Owned,APL Apollo,Tata Steel Jamshedpur,Mumbai,13.5,48727,29071,4378,2351,51413,-2686,-5.51,2157,65.4,0
LR-2025-080733,2025-10-19,MH-62-AC-6628,32,Open,Attached,Shyam Steel,Kolkata Steel Depot,Delhi NCR,21.2,53367,39008,3891,4558,67440,-14073,-26.37,999,21.7,0
LR-2025-080734,2025-12-13,KA-86-AB-7677,19,Trailer,Market,SRMB Steel,Durgapur Steel,Pune,22.9,67635,38390,6161,4713,73779,-6144,-9.08,726,52.8,0
LR-2025-080735,2025-11-02,RJ-40-AC-5615,25,Flatbed,Owned,Tata Steel Ltd,Rourkela Steel Plant,Chennai,30.0,58921,30232,4297,4530,52859,6062,10.29,615,36.4,0
LR-2025-080736,2025-11-02,WB-98-BA-2270,16,LCV,Attached,JSW Steel,Bhilai Steel Plant,Bengaluru,24.3,50090,41975,5538,3966,44860,5230,10.44,2425,38.7,0
LR-2025-080737,2025-08-26,TN-98-BB-9181,21,HCV,Market,SAIL Bokaro,Visakhapatnam Steel,Hyderabad,26.2,81105,44304,5203,4716,72904,8201,10.11,1478,56.4,6
LR-2025-080738,2025-11-02,RJ-40-CA-7073,28,Covered,Owned,Hindalco Industries,Tata Steel Jamshedpur,Ahmedabad,19.4,75663,35750,4409,3383,70704,4959,6.55,2815,59.5,0
LR-2025-080739,2025-10-31,GJ-26-AB-3901,21,Open,Attached,Vedanta Resources,Kolkata Steel Depot,Jaipur,15.5,86880,19450,4993,4657,68901,17979,20.69,412,48.1,4
LR-2025-080740,2025-10-06,HR-53-AC-7538,28,Trailer,Market,NMDC Ltd,Durgapur Steel,Lucknow,12.5,74522,42327,5158,3361,92174,-17652,-23.69,2006,32.9,0
LR-2025-080741,2025-10-23,WB-68-BB-3239,19,Flatbed,Owned,Rashtriya Ispat Nigam,Rourkela Steel Plant,Coimbatore,17.2,41395,25776,3888,2543,49831,-8436,-20.38,1956,22.9,3
LR-2025-080742,2025-10-17,MH-41-AC-7806,16,LCV,Attached,Essar Steel,Bhilai Steel Plant,Surat,15.8,37449,38757,4065,2674,47890,-10441,-27.88,608,41.4,0
LR-2025-080743,2025-10-27,HR-97-AA-1491,28,HCV,Market,Jindal Steel,Visakhapatnam Steel,Indore,23.1,77108,25994,4830,3974,89489,-12381,-16.06,1839,67.5,0
LR-2025-080744,2025-08-05,KA-21-BB-6215,19,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Mumbai,13.9,41880,36308,5827,2521,33558,8322,19.87,2153,65.8,0
LR-2025-080745,2025-07-10,KA-16-AB-9146,19,Open,Attached,AM/NS India,Kolkata Steel Depot,Delhi NCR,23.0,64189,28721,5454,5141,57454,6735,10.49,483,54.7,0
LR-2025-080746,2025-11-16,MH-66-CB-8421,19,Trailer,Market,Lloyds Metals,Durgapur Steel,Pune,21.6,56376,44234,5593,3126,68506,-12130,-21.52,2045,26.5,0
LR-2025-080747,2025-12-08,WB-90-BC-3498,25,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Chennai,29.1,41305,22121,2900,3305,37377,3928,9.51,1713,52.3,1
LR-2025-080748,2025-11-15,KA-97-AC-3097,16,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Bengaluru,16.0,36990,38957,4696,4513,28812,8178,22.11,1178,22.7,0
LR-2025-080749,2025-07-30,HR-37-CA-9668,32,HCV,Market,SRMB Steel,Visakhapatnam Steel,Hyderabad,24.1,53734,50399,3473,1943,47172,6562,12.21,1192,22.8,0
LR-2025-080750,2025-11-14,TN-32-AA-4055,28,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Ahmedabad,24.8,56666,49761,6011,2808,53411,3255,5.74,1788,23.2,0
LR-2025-080751,2025-07-08,MH-40-AC-3768,19,Open,Attached,JSW Steel,Kolkata Steel Depot,Jaipur,22.9,74328,47012,3729,4664,70104,4224,5.68,1158,66.0,1
LR-2025-080752,2025-09-21,KA-98-BA-6800,19,Trailer,Market,SAIL Bokaro,Durgapur Steel,Lucknow,12.2,45423,45736,4548,2156,34555,10868,23.93,2457,35.6,0
LR-2025-080753,2025-12-11,KA-15-AC-7374,28,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Coimbatore,20.0,60024,25916,5931,3871,48478,11546,19.24,1028,62.5,0
LR-2025-080754,2025-08-20,HR-29-CA-2634,21,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Surat,23.0,36528,32566,5086,4576,29635,6893,18.87,2674,51.4,0
LR-2025-080755,2025-08-19,TN-43-BB-7595,25,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Indore,13.7,39874,47007,5887,2875,50285,-10411,-26.11,916,24.1,8
LR-2025-080756,2025-11-14,UP-30-AA-2738,28,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Mumbai,15.6,48201,28090,4217,4094,61250,-13049,-27.07,2698,24.6,3
LR-2025-080757,2025-11-06,UP-55-CA-1936,25,Open,Attached,Essar Steel,Kolkata Steel Depot,Delhi NCR,13.3,78913,40120,3664,3322,85881,-6968,-8.83,581,66.4,0
LR-2025-080758,2025-08-23,MH-18-AB-9709,16,Trailer,Market,Jindal Steel,Durgapur Steel,Pune,15.2,75643,50229,3929,2228,88577,-12934,-17.1,1347,16.4,1
LR-2025-080759,2025-10-06,HR-93-BC-3432,16,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Chennai,28.2,49015,22701,3700,4973,59089,-10074,-20.55,1958,25.8,1
LR-2025-080760,2025-07-07,TN-39-CB-6986,25,LCV,Attached,AM/NS India,Bhilai Steel Plant,Bengaluru,10.8,67339,36143,6038,3750,78649,-11310,-16.8,564,36.2,0
LR-2025-080761,2025-07-16,HR-57-AB-8014,32,HCV,Market,Lloyds Metals,Visakhapatnam Steel,Hyderabad,15.1,38765,23078,5119,4939,45573,-6808,-17.56,1781,34.5,0
LR-2025-080762,2025-11-30,TN-85-BA-6259,25,Covered,Owned,APL Apollo,Tata Steel Jamshedpur,Ahmedabad,21.0,71327,41445,6096,2557,88826,-17499,-24.53,626,42.7,0
LR-2025-080763,2025-11-10,TN-30-AA-2165,28,Open,Attached,Shyam Steel,Kolkata Steel Depot,Jaipur,27.7,42984,50514,3193,2356,33074,9910,23.06,747,24.4,0
LR-2025-080764,2025-09-04,TN-69-CB-7651,16,Trailer,Market,SRMB Steel,Durgapur Steel,Lucknow,21.4,47224,49101,3683,2103,49926,-2702,-5.72,1055,39.9,4
LR-2025-080765,2025-07-22,UP-26-CB-7379,32,Flatbed,Owned,Tata Steel Ltd,Rourkela Steel Plant,Coimbatore,25.6,49160,48171,4189,4648,39404,9756,19.85,2742,70.0,0
LR-2025-080766,2025-09-07,RJ-40-BA-6058,19,LCV,Attached,JSW Steel,Bhilai Steel Plant,Surat,11.9,65139,24009,5380,4953,71480,-6341,-9.73,1945,34.4,0
LR-2025-080767,2025-07-28,RJ-33-BA-3042,19,HCV,Market,SAIL Bokaro,Visakhapatnam Steel,Indore,10.5,67586,25933,5200,2083,74987,-7401,-10.95,1821,63.2,2
LR-2025-080768,2025-10-15,GJ-82-CB-5654,25,Covered,Owned,Hindalco Industries,Tata Steel Jamshedpur,Mumbai,9.6,65869,21272,2804,2374,77721,-11852,-17.99,2103,70.2,0
LR-2025-080769,2025-07-06,TN-73-CA-5878,28,Open,Attached,Vedanta Resources,Kolkata Steel Depot,Delhi NCR,18.9,54065,47500,4067,2164,49782,4283,7.92,2099,61.7,0
LR-2025-080770,2025-12-15,GJ-52-AA-1377,25,Trailer,Market,NMDC Ltd,Durgapur Steel,Pune,14.6,56777,38626,5663,2703,55746,1031,1.82,2306,27.2,1
LR-2025-080771,2025-08-01,TN-88-AC-8608,25,Flatbed,Owned,Rashtriya Ispat Nigam,Rourkela Steel Plant,Chennai,11.2,59304,41468,3362,4131,75140,-15836,-26.7,1937,28.5,0
LR-2025-080772,2025-08-26,WB-32-BC-6730,16,LCV,Attached,Essar Steel,Bhilai Steel Plant,Bengaluru,12.9,79529,28557,4695,3493,75783,3746,4.71,1225,39.9,0
LR-2025-080773,2025-07-19,GJ-77-BC-7446,21,HCV,Market,Jindal Steel,Visakhapatnam Steel,Hyderabad,28.9,39135,45128,5492,3580,47108,-7973,-20.37,1395,32.7,0
LR-2025-080774,2025-10-10,MH-49-BB-2195,21,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Ahmedabad,22.4,51152,43920,5132,4271,62141,-10989,-21.48,2792,29.7,1
LR-2025-080775,2025-10-18,GJ-84-CB-5670,19,Open,Attached,AM/NS India,Kolkata Steel Depot,Jaipur,21.6,88642,35671,4479,2880,99896,-11254,-12.7,450,45.4,1
LR-2025-080776,2025-11-10,UP-38-AA-6377,28,Trailer,Market,Lloyds Metals,Durgapur Steel,Lucknow,18.3,77082,49262,5763,2695,86624,-9542,-12.38,2737,53.5,0
LR-2025-080777,2025-07-27,GJ-22-BA-3583,16,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Coimbatore,29.8,84497,47199,3328,2050,102986,-18489,-21.88,1089,22.4,0
LR-2025-080778,2025-10-07,RJ-34-BB-7763,21,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Surat,16.6,36841,26644,5985,2314,37174,-333,-0.9,532,29.7,0
LR-2025-080779,2025-10-07,TN-18-AC-4660,28,HCV,Market,SRMB Steel,Visakhapatnam Steel,Indore,10.6,52228,19794,3379,4819,55084,-2856,-5.47,1837,22.0,2
LR-2025-080780,2025-08-27,RJ-60-BC-9663,32,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Mumbai,22.0,47371,30472,4154,4185,54079,-6708,-14.16,1761,51.2,3
LR-2025-080781,2025-09-04,HR-83-BA-2126,21,Open,Attached,JSW Steel,Kolkata Steel Depot,Delhi NCR,24.3,34151,37552,3574,2862,35817,-1666,-4.88,1720,38.2,0
LR-2025-080782,2025-08-07,RJ-16-BA-5859,19,Trailer,Market,SAIL Bokaro,Durgapur Steel,Pune,13.5,38749,44699,3445,4547,33939,4810,12.41,935,17.9,0
LR-2025-080783,2025-11-07,GJ-62-BA-2765,16,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Chennai,15.8,54317,47541,5725,4173,54203,114,0.21,2082,44.2,1
LR-2025-080784,2025-08-07,WB-14-BC-3307,28,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Bengaluru,27.6,86494,42997,5885,4186,95332,-8838,-10.22,585,24.6,2
LR-2025-080785,2025-08-21,KA-46-AB-8631,21,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Hyderabad,13.5,39876,20460,4037,2651,43714,-3838,-9.62,1684,19.3,0
LR-2025-080786,2025-09-21,WB-30-AC-5592,25,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Ahmedabad,17.7,86031,29873,4636,4878,100787,-14756,-17.15,1759,56.9,2
LR-2025-080787,2025-11-02,UP-76-AC-4830,16,Open,Attached,Essar Steel,Kolkata Steel Depot,Jaipur,12.4,83727,26810,4152,3443,70576,13151,15.71,2729,71.5,0
LR-2025-080788,2025-12-18,MH-35-BB-7689,25,Trailer,Market,Jindal Steel,Durgapur Steel,Lucknow,18.8,91528,26051,5545,3552,70035,21493,23.48,2248,36.5,3
LR-2025-080789,2025-11-17,KA-88-BC-6164,19,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Coimbatore,28.4,62674,21713,3510,2938,75527,-12853,-20.51,1896,27.8,0
LR-2025-080790,2025-07-28,GJ-72-AC-4850,16,LCV,Attached,AM/NS India,Bhilai Steel Plant,Surat,14.1,45340,26638,2991,2320,55919,-10579,-23.33,2592,32.6,0
LR-2025-080791,2025-12-19,HR-68-AC-3677,32,HCV,Market,Lloyds Metals,Visakhapatnam Steel,Indore,26.2,86399,37180,3013,3329,91790,-5391,-6.24,619,40.6,3
LR-2025-080792,2025-10-18,KA-23-CB-9113,21,Covered,Owned,APL Apollo,Tata Steel Jamshedpur,Mumbai,26.8,61104,45126,3233,4348,75553,-14449,-23.65,2840,68.4,0
LR-2025-080793,2025-09-22,MH-78-CB-3524,32,Open,Attached,Shyam Steel,Kolkata Steel Depot,Delhi NCR,19.4,51282,27721,4190,3871,40309,10973,21.4,642,26.1,0
LR-2025-080794,2025-07-27,RJ-59-CA-9745,21,Trailer,Market,SRMB Steel,Durgapur Steel,Pune,24.5,36628,51235,5768,4828,43125,-6497,-17.74,983,69.0,0
LR-2025-080795,2025-07-30,HR-33-AB-3129,16,Flatbed,Owned,Tata Steel Ltd,Rourkela Steel Plant,Chennai,11.3,75104,21089,3288,3974,64407,10697,14.24,2255,70.1,0
LR-2025-080796,2025-08-04,TN-88-AA-2211,25,LCV,Attached,JSW Steel,Bhilai Steel Plant,Bengaluru,27.5,79671,49767,3993,4640,74912,4759,5.97,527,60.7,6
LR-2025-080797,2025-11-27,GJ-98-BC-3919,28,HCV,Market,SAIL Bokaro,Visakhapatnam Steel,Hyderabad,16.2,73207,25169,4823,2217,61387,11820,16.15,1087,25.8,4
LR-2025-080798,2025-10-21,MH-81-CB-3978,19,Covered,Owned,Hindalco Industries,Tata Steel Jamshedpur,Ahmedabad,10.0,59415,36957,3412,2391,68279,-8864,-14.92,842,37.0,0
LR-2025-080799,2025-10-18,TN-34-BA-1024,32,Open,Attached,Vedanta Resources,Kolkata Steel Depot,Jaipur,20.8,55004,30812,3628,2987,61398,-6394,-11.62,1585,32.9,3
LR-2025-080800,2025-08-17,KA-75-BC-1192,21,Trailer,Market,NMDC Ltd,Durgapur Steel,Lucknow,19.3,88625,28892,2842,3332,68209,20416,23.04,1926,58.9,1
LR-2025-080801,2025-10-04,MH-97-CB-9140,21,Flatbed,Owned,Rashtriya Ispat Nigam,Rourkela Steel Plant,Coimbatore,22.6,38677,29905,4427,3549,41705,-3028,-7.83,1236,25.0,3
LR-2025-080802,2025-10-25,GJ-33-CB-9159,25,LCV,Attached,Essar Steel,Bhilai Steel Plant,Surat,16.2,82567,29173,3455,3269,76341,6226,7.54,2703,24.6,0
LR-2025-080803,2025-12-02,UP-87-AC-1455,32,HCV,Market,Jindal Steel,Visakhapatnam Steel,Indore,17.2,60172,28332,3418,4226,56660,3512,5.84,1550,22.6,0
LR-2025-080804,2025-09-09,MH-15-AC-6205,21,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Mumbai,25.4,90668,44360,3752,3585,113936,-23268,-25.66,1380,41.9,2
LR-2025-080805,2025-11-09,GJ-95-AC-1700,25,Open,Attached,AM/NS India,Kolkata Steel Depot,Delhi NCR,17.4,44103,39969,5516,2861,48328,-4225,-9.58,2486,17.5,1
LR-2025-080806,2025-11-01,HR-38-AA-1714,21,Trailer,Market,Lloyds Metals,Durgapur Steel,Pune,21.6,56258,32709,5685,2443,45597,10661,18.95,643,61.9,0
LR-2025-080807,2025-11-09,HR-57-BB-9378,32,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Chennai,28.6,89738,25382,5713,3325,75286,14452,16.1,2584,24.6,0
LR-2025-080808,2025-09-12,GJ-11-AB-2797,28,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Bengaluru,16.4,61338,21833,4395,3066,63706,-2368,-3.86,1631,58.0,3
LR-2025-080809,2025-09-15,UP-82-CB-8245,32,HCV,Market,SRMB Steel,Visakhapatnam Steel,Hyderabad,20.5,78152,34026,4084,3933,59435,18717,23.95,1720,59.5,6
LR-2025-080810,2025-09-12,GJ-25-CA-3118,19,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Ahmedabad,15.7,75799,29815,3257,4300,73441,2358,3.11,957,56.0,0
LR-2025-080811,2025-11-04,UP-12-BB-2047,16,Open,Attached,JSW Steel,Kolkata Steel Depot,Jaipur,15.5,43491,34576,4978,2688,37102,6389,14.69,841,31.8,0
LR-2025-080812,2025-07-31,HR-21-CB-8315,19,Trailer,Market,SAIL Bokaro,Durgapur Steel,Lucknow,26.8,67494,44624,5208,4296,83481,-15987,-23.69,2813,70.7,0
LR-2025-080813,2025-07-10,UP-75-BA-2816,32,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Coimbatore,21.0,79262,21736,3698,3569,81954,-2692,-3.4,2109,38.9,2
LR-2025-080814,2025-12-23,WB-10-BC-4222,32,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Surat,12.9,82832,40063,3592,4028,70192,12640,15.26,2002,26.6,0
LR-2025-080815,2025-10-01,UP-44-BA-9674,19,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Indore,21.0,55087,18125,4255,4065,59964,-4877,-8.85,1042,67.8,3
LR-2025-080816,2025-08-01,WB-17-CB-7522,28,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Mumbai,24.1,74366,28748,6169,3673,63128,11238,15.11,2166,68.3,3
LR-2025-080817,2025-11-01,TN-96-BA-4514,25,Open,Attached,Essar Steel,Kolkata Steel Depot,Delhi NCR,18.1,45620,23459,4871,3177,54689,-9069,-19.88,847,65.5,6
LR-2025-080818,2025-09-11,UP-60-CB-2716,19,Trailer,Market,Jindal Steel,Durgapur Steel,Pune,18.6,87171,37969,5982,2245,100249,-13078,-15.0,383,70.5,0
LR-2025-080819,2025-11-13,MH-38-AC-2624,32,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Chennai,20.9,77504,51298,5794,2716,79290,-1786,-2.3,1810,66.3,0
LR-2025-080820,2025-12-07,KA-51-AA-7652,25,LCV,Attached,AM/NS India,Bhilai Steel Plant,Bengaluru,19.9,73327,24224,5465,1977,83500,-10173,-13.87,2110,58.3,2
LR-2025-080821,2025-12-22,HR-93-BB-5052,16,HCV,Market,Lloyds Metals,Visakhapatnam Steel,Hyderabad,22.5,88101,48611,5285,3621,93620,-5519,-6.26,2058,22.5,4
LR-2025-080822,2025-07-25,TN-84-BA-9864,32,Covered,Owned,APL Apollo,Tata Steel Jamshedpur,Ahmedabad,15.8,79533,50602,3529,4808,65022,14511,18.25,448,71.5,3
LR-2025-080823,2025-09-18,RJ-99-CA-9746,25,Open,Attached,Shyam Steel,Kolkata Steel Depot,Jaipur,25.5,43874,41193,5154,5197,49348,-5474,-12.48,765,23.7,0
LR-2025-080824,2025-07-25,UP-53-BC-4662,28,Trailer,Market,SRMB Steel,Durgapur Steel,Lucknow,15.2,54188,46518,5373,4406,58561,-4373,-8.07,416,58.8,2
LR-2025-080825,2025-07-21,WB-66-BB-8785,19,Flatbed,Owned,Tata Steel Ltd,Rourkela Steel Plant,Coimbatore,25.6,42945,45001,4532,4217,45575,-2630,-6.12,1627,19.5,0
