DO_Number,Customer_Name,Destination,Weight_Tons,Recommended_Vehicle,Vehicle_ID,Vehicle_Type,Predicted_Profit_INR,Confidence_Score,Expected_Revenue,Estimated_Cost,Route,Distance_Km,ETA,Capacity_Utilization_%,Reasoning
DO-2026-01-100271,JSW Steel,"Chennai, Tamil Nadu",203.4,HIRE MARKET TRUCK,MARKET,Market,6406.68,Medium,53389,46982.32,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100272,SAIL Bokaro,"Bengaluru, Karnataka",59.5,HIRE MARKET TRUCK,MARKET,Market,9185.28,Medium,76544,67358.72,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100273,Hindalco Industries,"Bengaluru, Karnataka",15.8,HIRE MARKET TRUCK,MARKET,Market,6828.36,Medium,56903,50074.64,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100274,Vedanta Resources,"Hyderabad, Telangana",7.2,HIRE MARKET TRUCK,MARKET,Market,5961.48,Medium,49679,43717.52,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100275,NMDC Ltd,"Hyderabad, Telangana",188.4,HIRE MARKET TRUCK,MARKET,Market,4046.52,Medium,33721,29674.48,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100276,Rashtriya Ispat Nigam,"Ahmedabad, Gujarat",116.2,HIRE MARKET TRUCK,MARKET,Market,7094.28,Medium,59119,52024.72,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100277,Essar Steel,"Ahmedabad, Gujarat",49.8,HIRE MARKET TRUCK,MARKET,Market,6208.08,Medium,51734,45525.92,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100278,Jindal Steel,"Jaipur, Rajasthan",22.0,HIRE MARKET TRUCK,MARKET,Market,4444.92,Medium,37041,32596.08,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100279,Bhushan Steel,"Jaipur, Rajasthan",379.2,HIRE MARKET TRUCK,MARKET,Market,4681.2,Medium,39010,34328.8,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100280,AM/NS India,"Lucknow, Uttar Pradesh",60.8,HIRE MARKET TRUCK,MARKET,Market,7226.4,Medium,60220,52993.6,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100281,Lloyds Metals,"Lucknow, Uttar Pradesh",34.2,HIRE MARKET TRUCK,MARKET,Market,9305.28,Medium,77544,68238.72,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100282,APL Apollo,"Coimbatore, Tamil Nadu",29.5,HIRE MARKET TRUCK,MARKET,Market,5411.28,Medium,45094,39682.72,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100283,Shyam Steel,"Coimbatore, Tamil Nadu",91.5,HIRE MARKET TRUCK,MARKET,Market,9288.6,Medium,77405,68116.4,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100284,SRMB Steel,"Surat, Gujarat",45.9,HIRE MARKET TRUCK,MARKET,Market,5052.12,Medium,42101,37048.88,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100285,Tata Steel Ltd,"Surat, Gujarat",353.5,HIRE MARKET TRUCK,MARKET,Market,7824.12,Medium,65201,57376.88,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100286,JSW Steel,"Indore, Madhya Pradesh",510.0,HIRE MARKET TRUCK,MARKET,Market,4700.04,Medium,39167,34466.96,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100287,SAIL Bokaro,"Indore, Madhya Pradesh",69.1,HIRE MARKET TRUCK,MARKET,Market,8926.08,Medium,74384,65457.92,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100288,Hindalco Industries,"Mumbai, Maharashtra",24.7,HIRE MARKET TRUCK,MARKET,Market,7856.04,Medium,65467,57610.96,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100289,Vedanta Resources,"Mumbai, Maharashtra",320.6,HIRE MARKET TRUCK,MARKET,Market,4033.08,Medium,33609,29575.92,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100290,NMDC Ltd,Delhi NCR,71.5,HIRE MARKET TRUCK,MARKET,Market,6537.96,Medium,54483,47945.04,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100291,Rashtriya Ispat Nigam,Delhi NCR,41.3,HIRE MARKET TRUCK,MARKET,Market,4368.24,Medium,36402,32033.76,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100292,Essar Steel,"Pune, Maharashtra",9.5,HIRE MARKET TRUCK,MARKET,Market,5211.84,Medium,43432,38220.16,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100293,Jindal Steel,"Pune, Maharashtra",21.8,HIRE MARKET TRUCK,MARKET,Market,9009.24,Medium,75077,66067.76,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100294,Bhushan Steel,"Chennai, Tamil Nadu",36.9,HIRE MARKET TRUCK,MARKET,Market,6028.92,Medium,50241,44212.08,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100295,AM/NS India,"Chennai, Tamil Nadu",19.0,HIRE MARKET TRUCK,MARKET,Market,7689.36,Medium,64078,56388.64,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100296,Lloyds Metals,"Bengaluru, Karnataka",32.9,HIRE MARKET TRUCK,MARKET,Market,9137.28,Medium,76144,67006.72,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100297,APL Apollo,"Bengaluru, Karnataka",11.2,HIRE MARKET TRUCK,MARKET,Market,5279.52,Medium,43996,38716.48,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100298,Shyam Steel,"Hyderabad, Telangana",101.8,HIRE MARKET TRUCK,MARKET,Market,5300.76,Medium,44173,38872.24,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100299,SRMB Steel,"Hyderabad, Telangana",16.5,HIRE MARKET TRUCK,MARKET,Market,7386.72,Medium,61556,54169.28,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100300,Tata Steel Ltd,"Ahmedabad, Gujarat",74.6,HIRE MARKET TRUCK,MARKET,Market,7732.56,Medium,64438,56705.44,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100301,JSW Steel,"Ahmedabad, Gujarat",90.8,HIRE MARKET TRUCK,MARKET,Market,4082.64,Medium,34022,29939.36,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100302,SAIL Bokaro,"Jaipur, Rajasthan",43.3,HIRE MARKET TRUCK,MARKET,Market,7735.2,Medium,64460,56724.8,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100303,Hindalco Industries,"Jaipur, Rajasthan",266.2,HIRE MARKET TRUCK,MARKET,Market,7311.0,Medium,60925,53614.0,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100304,Vedanta Resources,"Lucknow, Uttar Pradesh",77.8,HIRE MARKET TRUCK,MARKET,Market,5906.76,Medium,49223,43316.24,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100305,NMDC Ltd,"Lucknow, Uttar Pradesh",35.6,HIRE MARKET TRUCK,MARKET,Market,8463.6,Medium,70530,62066.4,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100307,Essar Steel,"Coimbatore, Tamil Nadu",57.3,HIRE MARKET TRUCK,MARKET,Market,7885.44,Medium,65712,57826.56,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100308,Jindal Steel,"Surat, Gujarat",13.9,HIRE MARKET TRUCK,MARKET,Market,4990.08,Medium,41584,36593.92,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100309,Bhushan Steel,"Surat, Gujarat",32.2,HIRE MARKET TRUCK,MARKET,Market,4433.88,Medium,36949,32515.12,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100310,AM/NS India,"Indore, Madhya Pradesh",197.0,HIRE MARKET TRUCK,MARKET,Market,8416.68,Medium,70139,61722.32,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100311,Lloyds Metals,"Indore, Madhya Pradesh",71.4,HIRE MARKET TRUCK,MARKET,Market,5553.0,Medium,46275,40722.0,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100312,APL Apollo,"Mumbai, Maharashtra",19.1,HIRE MARKET TRUCK,MARKET,Market,4866.96,Medium,40558,35691.04,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100313,Shyam Steel,"Mumbai, Maharashtra",3.0,HIRE MARKET TRUCK,MARKET,Market,5082.36,Medium,42353,37270.64,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100314,SRMB Steel,Delhi NCR,35.3,HIRE MARKET TRUCK,MARKET,Market,5994.96,Medium,49958,43963.04,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100315,Tata Steel Ltd,Delhi NCR,6.4,HIRE MARKET TRUCK,MARKET,Market,6242.52,Medium,52021,45778.48,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100316,JSW Steel,"Pune, Maharashtra",28.6,HIRE MARKET TRUCK,MARKET,Market,8508.84,Medium,70907,62398.16,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100317,SAIL Bokaro,"Pune, Maharashtra",1.0,HIRE MARKET TRUCK,MARKET,Market,4879.44,Medium,40662,35782.56,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100318,Hindalco Industries,"Chennai, Tamil Nadu",9.6,HIRE MARKET TRUCK,MARKET,Market,6193.32,Medium,51611,45417.68,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100319,Vedanta Resources,"Chennai, Tamil Nadu",54.6,HIRE MARKET TRUCK,MARKET,Market,3906.6,Medium,32555,28648.4,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100320,NMDC Ltd,"Bengaluru, Karnataka",357.3,HIRE MARKET TRUCK,MARKET,Market,5548.44,Medium,46237,40688.56,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100321,Rashtriya Ispat Nigam,"Bengaluru, Karnataka",25.1,HIRE MARKET TRUCK,MARKET,Market,4939.56,Medium,41163,36223.44,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100322,Essar Steel,"Hyderabad, Telangana",151.4,HIRE MARKET TRUCK,MARKET,Market,9270.12,Medium,77251,67980.88,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100323,Jindal Steel,"Hyderabad, Telangana",26.8,HIRE MARKET TRUCK,MARKET,Market,8921.64,Medium,74347,65425.36,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100324,Bhushan Steel,"Ahmedabad, Gujarat",57.2,HIRE MARKET TRUCK,MARKET,Market,4398.36,Medium,36653,32254.64,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100325,AM/NS India,"Ahmedabad, Gujarat",38.8,HIRE MARKET TRUCK,MARKET,Market,9210.84,Medium,76757,67546.16,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100326,Lloyds Metals,"Jaipur, Rajasthan",8.1,HIRE MARKET TRUCK,MARKET,Market,4315.44,Medium,35962,31646.56,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100327,APL Apollo,"Jaipur, Rajasthan",42.0,HIRE MARKET TRUCK,MARKET,Market,8068.2,Medium,67235,59166.8,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100328,Shyam Steel,"Lucknow, Uttar Pradesh",10.5,HIRE MARKET TRUCK,MARKET,Market,6912.72,Medium,57606,50693.28,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100329,SRMB Steel,"Lucknow, Uttar Pradesh",58.4,HIRE MARKET TRUCK,MARKET,Market,7256.88,Medium,60474,53217.12,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100330,Tata Steel Ltd,"Coimbatore, Tamil Nadu",21.6,HIRE MARKET TRUCK,MARKET,Market,4919.04,Medium,40992,36072.96,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100331,JSW Steel,"Coimbatore, Tamil Nadu",38.1,HIRE MARKET TRUCK,MARKET,Market,5953.56,Medium,49613,43659.44,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100332,SAIL Bokaro,"Surat, Gujarat",195.0,HIRE MARKET TRUCK,MARKET,Market,8374.92,Medium,69791,61416.08,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100333,Hindalco Industries,"Surat, Gujarat",8.5,HIRE MARKET TRUCK,MARKET,Market,5846.28,Medium,48719,42872.72,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100334,Vedanta Resources,"Indore, Madhya Pradesh",15.7,HIRE MARKET TRUCK,MARKET,Market,4201.56,Medium,35013,30811.44,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100335,NMDC Ltd,"Indore, Madhya Pradesh",98.7,HIRE MARKET TRUCK,MARKET,Market,5605.56,Medium,46713,41107.44,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100336,Rashtriya Ispat Nigam,"Mumbai, Maharashtra",57.6,HIRE MARKET TRUCK,MARKET,Market,9135.24,Medium,76127,66991.76,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100337,Essar Steel,"Mumbai, Maharashtra",29.0,HIRE MARKET TRUCK,MARKET,Market,6283.32,Medium,52361,46077.68,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100338,Jindal Steel,Delhi NCR,31.1,HIRE MARKET TRUCK,MARKET,Market,8737.2,Medium,72810,64072.8,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100339,Bhushan Steel,Delhi NCR,101.1,HIRE MARKET TRUCK,MARKET,Market,7064.64,Medium,58872,51807.36,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100340,AM/NS India,"Pune, Maharashtra",55.5,HIRE MARKET TRUCK,MARKET,Market,9009.24,Medium,75077,66067.76,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100341,Lloyds Metals,"Pune, Maharashtra",13.3,HIRE MARKET TRUCK,MARKET,Market,4959.6,Medium,41330,36370.4,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100342,APL Apollo,"Chennai, Tamil Nadu",134.3,HIRE MARKET TRUCK,MARKET,Market,4507.68,Medium,37564,33056.32,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100343,Shyam Steel,"Chennai, Tamil Nadu",22.1,HIRE MARKET TRUCK,MARKET,Market,5702.04,Medium,47517,41814.96,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100344,SRMB Steel,"Bengaluru, Karnataka",51.7,HIRE MARKET TRUCK,MARKET,Market,5677.08,Medium,47309,41631.92,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100345,Tata Steel Ltd,"Bengaluru, Karnataka",50.5,HIRE MARKET TRUCK,MARKET,Market,7375.44,Medium,61462,54086.56,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100346,JSW Steel,"Hyderabad, Telangana",57.2,HIRE MARKET TRUCK,MARKET,Market,5924.04,Medium,49367,43442.96,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100347,SAIL Bokaro,"Hyderabad, Telangana",78.4,HIRE MARKET TRUCK,MARKET,Market,6417.84,Medium,53482,47064.16,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100348,Hindalco Industries,"Ahmedabad, Gujarat",18.2,HIRE MARKET TRUCK,MARKET,Market,5207.28,Medium,43394,38186.72,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100349,Vedanta Resources,"Ahmedabad, Gujarat",37.6,HIRE MARKET TRUCK,MARKET,Market,4939.32,Medium,41161,36221.68,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100350,NMDC Ltd,"Jaipur, Rajasthan",10.4,HIRE MARKET TRUCK,MARKET,Market,8910.0,Medium,74250,65340.0,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100351,Rashtriya Ispat Nigam,"Jaipur, Rajasthan",49.0,HIRE MARKET TRUCK,MARKET,Market,7327.2,Medium,61060,53732.8,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100352,Essar Steel,"Lucknow, Uttar Pradesh",2.9,HIRE MARKET TRUCK,MARKET,Market,7246.44,Medium,60387,53140.56,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100353,Jindal Steel,"Lucknow, Uttar Pradesh",40.5,HIRE MARKET TRUCK,MARKET,Market,6040.8,Medium,50340,44299.2,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100354,Bhushan Steel,"Coimbatore, Tamil Nadu",51.2,HIRE MARKET TRUCK,MARKET,Market,8170.68,Medium,68089,59918.32,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100355,AM/NS India,"Coimbatore, Tamil Nadu",44.2,HIRE MARKET TRUCK,MARKET,Market,8115.48,Medium,67629,59513.52,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100356,Lloyds Metals,"Surat, Gujarat",54.3,HIRE MARKET TRUCK,MARKET,Market,6369.12,Medium,53076,46706.88,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100357,APL Apollo,"Surat, Gujarat",23.9,HIRE MARKET TRUCK,MARKET,Market,7549.44,Medium,62912,55362.56,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100358,Shyam Steel,"Indore, Madhya Pradesh",5.1,HIRE MARKET TRUCK,MARKET,Market,4279.68,Medium,35664,31384.32,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100359,SRMB Steel,"Indore, Madhya Pradesh",40.6,HIRE MARKET TRUCK,MARKET,Market,6340.8,Medium,52840,46499.2,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100360,Tata Steel Ltd,"Mumbai, Maharashtra",411.0,HIRE MARKET TRUCK,MARKET,Market,5320.32,Medium,44336,39015.68,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100361,JSW Steel,"Mumbai, Maharashtra",4.7,HIRE MARKET TRUCK,MARKET,Market,3996.72,Medium,33306,29309.28,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
